"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work","Gloss.math.with.ones"
"98",2,"numerals-kens1248-1-two-1","numerals-kens1248-1","Chan2019","two",2,"biʔe̝y","biey",NA,"false","2","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"99",3,"numerals-kens1248-1-two-2","numerals-kens1248-1","Chan2019","two",2,"biyɛ","biye",NA,"false","2","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"100",4,"numerals-kens1248-1-two-3","numerals-kens1248-1","Chan2019","two",2,"duˈwaʔ","duwa",NA,"false","2′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","2′","2","2",1,2,TRUE,"2"
"101",5,"numerals-kens1248-1-three-1","numerals-kens1248-1","Chan2019","three",3,"tiˈkaʔ","tika",NA,"false","3","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"102",6,"numerals-kens1248-1-three-2","numerals-kens1248-1","Chan2019","three",3,"tiɡaʔ","tiga",NA,"false","3","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"103",7,"numerals-kens1248-1-four-1","numerals-kens1248-1","Chan2019","four",4,"ʔampat","ampat",NA,"false","4","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"104",8,"numerals-kens1248-1-five-1","numerals-kens1248-1","Chan2019","five",5,"liˈmaʔ","lima",NA,"false","5","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"105",9,"numerals-kens1248-1-six-1","numerals-kens1248-1","Chan2019","six",6,"nam","nam",NA,"false","6","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"106",10,"numerals-kens1248-1-seven-1","numerals-kens1248-1","Chan2019","seven",7,"tuˈɟoh","tujoh",NA,"false","7","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"107",11,"numerals-kens1248-1-seven-2","numerals-kens1248-1","Chan2019","seven",7,"tuco̝h","tucoh",NA,"false","7","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"108",12,"numerals-kens1248-1-eight-1","numerals-kens1248-1","Chan2019","eight",8,"laˈpadn","lapadn",NA,"false","8","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"109",13,"numerals-kens1248-1-nine-1","numerals-kens1248-1","Chan2019","nine",9,"səmiˈladn","samiladn",NA,"false","9","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"110",14,"numerals-kens1248-1-ten-1","numerals-kens1248-1","Chan2019","ten",10,"supuˈloh","supuloh",NA,"false","10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","10","10","10",1,10,TRUE,"10"
"111",1,"numerals-kint1239-1-one-1","numerals-kint1239-1","Chan2019","one",1,"nay","nay","","false","1","",NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"112",2,"numerals-kint1239-1-two-1","numerals-kint1239-1","Chan2019","two",2,"biyeh","biyeh","","false","2","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"113",3,"numerals-kint1239-1-two-2","numerals-kint1239-1","Chan2019","two",2,"wih","wih","","false","2′","",NA,"RE-GLOSSED","2′","2","2",1,2,TRUE,"2"
"114",4,"numerals-kint1239-1-two-3","numerals-kint1239-1","Chan2019","two",2,"duaʔ","dua","","false","2′′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","2′′","2","2",1,2,TRUE,"2"
"115",5,"numerals-kint1239-1-three-1","numerals-kint1239-1","Chan2019","three",3,"tikaʔ","tika","","false","3","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"116",6,"numerals-kint1239-1-four-1","numerals-kint1239-1","Chan2019","four",4,"əmpat","ampat","","false","4","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"117",7,"numerals-kint1239-1-five-1","numerals-kint1239-1","Chan2019","five",5,"limaʔ","lima","","false","5","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"118",8,"numerals-kint1239-1-six-1","numerals-kint1239-1","Chan2019","six",6,"nam","nam","","false","6","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"119",9,"numerals-kint1239-1-seven-1","numerals-kint1239-1","Chan2019","seven",7,"tuɟoh","tujoh","","false","7","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"120",10,"numerals-kint1239-1-eight-1","numerals-kint1239-1","Chan2019","eight",8,"lapan","lapan","","false","8","borrowed from Malay (Austronesian); historically subtractive",NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"121",11,"numerals-kint1239-1-nine-1","numerals-kint1239-1","Chan2019","nine",9,"səmbilan","sambilan","","false","9","borrowed from Malay (Austronesian); historically subtractive",NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"122",12,"numerals-kint1239-1-ten-1","numerals-kint1239-1","Chan2019","ten",10,"səpuluh","sapuluh","","false","1′[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","1′[⋅]10","10","abs(1*10)",1,10,TRUE,"10"
"123",13,"numerals-kint1239-1-eleven-1","numerals-kint1239-1","Chan2019","eleven",11,"sabəlas","sabalas","","false","1′[+]10′","borrowed from Malay (Austronesian); contributor notes uncertainty in how 11 is usually formed",NA,"RE-GLOSSED","1′[+]10′","1+10","1+10",1,11,TRUE,"1+10"
"124",14,"numerals-kint1239-1-twelve-1","numerals-kint1239-1","Chan2019","twelve",12,"dua bəlas","duabalas","","false","2′′[+]10′","borrowed from Malay (Austronesian); contributor notes uncertainty in how 12 is usually formed",NA,"RE-GLOSSED","2′′[+]10′","2+10","2+10",1,12,TRUE,"2+10"
"125",15,"numerals-kint1239-1-twelve-2","numerals-kint1239-1","Chan2019","twelve",12,"wih bəlas","wihbalas","???","false","2′[+]10′","<bəlas> ‘teen’ borrowed from Malay (Austronesian); contributor notes uncertainty in how 12 is usually formed",NA,"RE-GLOSSED","2′[+]10′","2+10","2+10",1,12,TRUE,"2+10"
"126",16,"numerals-kint1239-1-thirteen-1","numerals-kint1239-1","Chan2019","thirteen",13,"tika bəlas","tikabalas","","false","3[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","3[+]10′","3+10","3+10",1,13,TRUE,"3+10"
"127",17,"numerals-kint1239-1-fourteen-1","numerals-kint1239-1","Chan2019","fourteen",14,"əmpat bəlas","ampatbalas","","false","4[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","4[+]10′","4+10","4+10",1,14,TRUE,"4+10"
"128",18,"numerals-kint1239-1-fifteen-1","numerals-kint1239-1","Chan2019","fifteen",15,"lima bəlas","limabalas","","false","5[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","5[+]10′","5+10","5+10",1,15,TRUE,"5+10"
"129",19,"numerals-kint1239-1-sixteen-1","numerals-kint1239-1","Chan2019","sixteen",16,"nam bəlas","nambalas","","false","6[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","6[+]10′","6+10","6+10",1,16,TRUE,"6+10"
"130",20,"numerals-kint1239-1-seventeen-1","numerals-kint1239-1","Chan2019","seventeen",17,"tuɟoh bəlas","tujohbalas","","false","7[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","7[+]10′","7+10","7+10",1,17,TRUE,"7+10"
"131",21,"numerals-kint1239-1-eighteen-1","numerals-kint1239-1","Chan2019","eighteen",18,"lapan bəlas","lapanbalas","","false","8[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","8[+]10′","8+10","8+10",1,18,TRUE,"8+10"
"132",22,"numerals-kint1239-1-nineteen-1","numerals-kint1239-1","Chan2019","nineteen",19,"səmbilan bəlas","sambilanbalas","","false","9[+]10′","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","9[+]10′","9+10","9+10",1,19,TRUE,"9+10"
"133",23,"numerals-kint1239-1-twenty-1","numerals-kint1239-1","Chan2019","twenty",20,"dua puluh","duapuluh","","false","2′′[⋅]10","borrowed from Malay (Austronesian); contributor suggests uncertainty in how 20 is usually formed",NA,"RE-GLOSSED","2′′[⋅]10","2⋅10","abs(2*10)",1,20,TRUE,"2⋅10"
"134",24,"numerals-kint1239-1-twenty-2","numerals-kint1239-1","Chan2019","twenty",20,"wih puluh","wihpuluh","???","false","2′[⋅]10","<puluh> ‘ten’ borrowed from Malay (Austronesian); contributor suggests uncertainty in how 20 is usually formed",NA,"RE-GLOSSED","2′[⋅]10","2⋅10","abs(2*10)",1,20,TRUE,"2⋅10"
"135",25,"numerals-kint1239-1-twentyone-1","numerals-kint1239-1","Chan2019","twentyone",21,"dua puluh satu","duapuluhsatu","","false","(2′′[⋅]10)[+]1′{?}","borrowed from Malay (Austronesian); contributor notes uncertainty in how 21 is usually formed",NA,"RE-GLOSSED","(2′′[⋅]10)[+]1′","2⋅10+1","abs(abs(2*10))+1",1,21,TRUE,"(2⋅10)+1"
"136",26,"numerals-kint1239-1-twentytwo-1","numerals-kint1239-1","Chan2019","twentytwo",22,"dua puluh duaʔ","duapuluhdua","","false","(2′′[⋅]10)[+]2′′","borrowed from Malay (Austronesian); contributor notes uncertainty in how 22 is usually formed",NA,"RE-GLOSSED","(2′′[⋅]10)[+]2′′","2⋅10+2","abs(abs(2*10))+2",1,22,TRUE,"(2⋅10)+2"
"137",27,"numerals-kint1239-1-twentythree-1","numerals-kint1239-1","Chan2019","twentythree",23,"dua puluh tikaʔ","duapuluhtika","","false","(2′′[⋅]10)[+]3","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]3","2⋅10+3","abs(abs(2*10))+3",1,23,TRUE,"(2⋅10)+3"
"138",28,"numerals-kint1239-1-twentyfour-1","numerals-kint1239-1","Chan2019","twentyfour",24,"dua puluh əmpat","duapuluhampat","","false","(2′′[⋅]10)[+]4","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]4","2⋅10+4","abs(abs(2*10))+4",1,24,TRUE,"(2⋅10)+4"
"139",29,"numerals-kint1239-1-twentyfive-1","numerals-kint1239-1","Chan2019","twentyfive",25,"dua puluh lima","duapuluhlima","","false","(2′′[⋅]10)[+]5","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]5","2⋅10+5","abs(abs(2*10))+5",1,25,TRUE,"(2⋅10)+5"
"140",30,"numerals-kint1239-1-twentysix-1","numerals-kint1239-1","Chan2019","twentysix",26,"dua puluh nam","duapuluhnam","","false","(2′′[⋅]10)[+]6","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]6","2⋅10+6","abs(abs(2*10))+6",1,26,TRUE,"(2⋅10)+6"
"141",31,"numerals-kint1239-1-twentyseven-1","numerals-kint1239-1","Chan2019","twentyseven",27,"dua puluh tuɟoh","duapuluhtujoh","","false","(2′′[⋅]10)[+]7","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]7","2⋅10+7","abs(abs(2*10))+7",1,27,TRUE,"(2⋅10)+7"
"142",32,"numerals-kint1239-1-twentyeight-1","numerals-kint1239-1","Chan2019","twentyeight",28,"dua puluh lapan","duapuluhlapan","","false","(2′′[⋅]10)[+]8","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]8","2⋅10+8","abs(abs(2*10))+8",1,28,TRUE,"(2⋅10)+8"
"143",33,"numerals-kint1239-1-twentynine-1","numerals-kint1239-1","Chan2019","twentynine",29,"dua puluh səmbilan","duapuluhsambilan","","false","(2′′[⋅]10)[+]9","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","(2′′[⋅]10)[+]9","2⋅10+9","abs(abs(2*10))+9",1,29,TRUE,"(2⋅10)+9"
"144",34,"numerals-kint1239-1-thirty-1","numerals-kint1239-1","Chan2019","thirty",30,"tikaʔ puluh","tikapuluh","","false","3[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"145",35,"numerals-kint1239-1-forty-1","numerals-kint1239-1","Chan2019","forty",40,"əmpat puluh","ampatpuluh","","false","4[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)",1,40,TRUE,"4⋅10"
"146",36,"numerals-kint1239-1-fifty-1","numerals-kint1239-1","Chan2019","fifty",50,"lima puluh","limapuluh","","false","5[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"147",37,"numerals-kint1239-1-sixty-1","numerals-kint1239-1","Chan2019","sixty",60,"nam puluh","nampuluh","","false","6[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)",1,60,TRUE,"6⋅10"
"148",38,"numerals-kint1239-1-seventy-1","numerals-kint1239-1","Chan2019","seventy",70,"tuɟoh puluh","tujohpuluh","","false","7[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"149",39,"numerals-kint1239-1-eighty-1","numerals-kint1239-1","Chan2019","eighty",80,"lapan puluh","lapanpuluh","","false","8[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)",1,80,TRUE,"8⋅10"
"150",40,"numerals-kint1239-1-ninety-1","numerals-kint1239-1","Chan2019","ninety",90,"səmbilan puluh","sambilanpuluh","","false","9[⋅]10","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"151",41,"numerals-kint1239-1-hundred-1","numerals-kint1239-1","Chan2019","hundred",100,"saratus","saratus","","false","1′[⋅]100","borrowed from Malay (Austronesian); contributor notes uncertainty in how 100 is usually formed",NA,"RE-GLOSSED","1′[⋅]100","100","abs(1*100)",1,100,TRUE,"100"
"152",42,"numerals-kint1239-1-twohundred-1","numerals-kint1239-1","Chan2019","twohundred",200,"dua ratus","duaratus","","false","2′′[⋅]100","borrowed from Malay (Austronesian); contributor notes uncertainty in how 200 is usually formed",NA,"RE-GLOSSED","2′′[⋅]100","2⋅100","abs(2*100)",1,200,TRUE,"2⋅100"
"153",43,"numerals-kint1239-1-twohundred-2","numerals-kint1239-1","Chan2019","twohundred",200,"wih ratus","wihratus","???","false","2′[⋅]100","<ratus> ‘hundred’ borrowed from Malay (Austronesian); contributor notes uncertainty in how 200 is usually formed",NA,"RE-GLOSSED","2′[⋅]100","2⋅100","abs(2*100)",1,200,TRUE,"2⋅100"
"154",44,"numerals-kint1239-1-thousand-1","numerals-kint1239-1","Chan2019","thousand",1000,"saribu","saribu","","false","1′[⋅]1000","borrowed from Malay (Austronesian); contributor notes uncertainty in how 1000 is usually formed",NA,"RE-GLOSSED","1′[⋅]1000","1000","abs(1*1000)",1,1000,TRUE,"1000"
"155",45,"numerals-kint1239-1-twothousand-1","numerals-kint1239-1","Chan2019","twothousand",2000,"dua ribu","duaribu","","false","2′′[⋅]1000","borrowed from Malay (Austronesian); contributor notes uncertainty in how 2000 is usually formed",NA,"RE-GLOSSED","2′′[⋅]1000","2⋅1000","abs(2*1000)",1,2000,TRUE,"2⋅1000"
"156",1,"numerals-tong1308-1-one-1","numerals-tong1308-1","Chan2019","one",1,"naj ","naj","","false","1","",NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"157",2,"numerals-tong1308-1-one-2","numerals-tong1308-1","Chan2019","one",1,"naj paŋɛɕ","najpangec","","false","1{?}","",NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"158",3,"numerals-tong1308-1-two-1","numerals-tong1308-1","Chan2019","two",2,"kəʔman ","kaman","","false","2","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"159",4,"numerals-tong1308-1-two-2","numerals-tong1308-1","Chan2019","two",2,"kəman pabiː","kamanpabi","","false","2{?}","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"160",5,"numerals-tong1308-1-three-1","numerals-tong1308-1","Chan2019","three",3,"tiɡaʔ","tiga","< Malay","true","3","borrowed from Malay (Austronesian)",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"161",8,"numerals-tong1308-1-hundred-1","numerals-tong1308-1","Chan2019","hundred",100,"ɬɔj naj paŋɛɕ","lojnajpangec","","false","100[⋅]1{?}","<ɬɔj> is borrowed from Thai (Tai-Kadai) /rɔ́ɔy/ ‘100’",NA,"RE-GLOSSED","100[⋅]1","100","abs(100*1)",1,100,TRUE,"100"
"162",9,"numerals-tong1308-1-thousand-1","numerals-tong1308-1","Chan2019","thousand",1000,"pan paŋɛɕ","panpangec","","false","1000[⋅1]{?}","<pan> is borrowed from Thai (Tai-Kadai) /phan/ ‘1000’",NA,"RE-GLOSSED","1000[⋅1]","1000","abs(1000*1)",1,1000,TRUE,"1000"
"163",1,"numerals-bate1262-1-one-1","numerals-bate1262-1","Chan2019","one",1,"nay","nay",NA,"false","1","","","RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"164",2,"numerals-bate1262-1-one-2","numerals-bate1262-1","Chan2019","one",1,"ney","ney",NA,"false","1","","","RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"165",3,"numerals-bate1262-1-one-3","numerals-bate1262-1","Chan2019","one",1,"satuʔ","satu",NA,"false","1′{?}","borrowed from Malay (Austronesian)","","RE-GLOSSED","1′","1","1",1,1,TRUE,"1"
"166",4,"numerals-bate1262-1-two-1","numerals-bate1262-1","Chan2019","two",2,"duaʔ","dua",NA,"false","2","borrowed from Malay (Austronesian)","","RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"167",5,"numerals-bate1262-1-three-1","numerals-bate1262-1","Chan2019","three",3,"tigaʔ","tiga",NA,"false","3","borrowed from Malay (Austronesian)","","RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"168",6,"numerals-bate1262-1-four-1","numerals-bate1262-1","Chan2019","four",4,"empat","empat",NA,"false","4","borrowed from Malay (Austronesian)","","RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"169",7,"numerals-bate1262-1-five-1","numerals-bate1262-1","Chan2019","five",5,"limɛːʔ","lime",NA,"false","5","borrowed from Malay (Austronesian)","","RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"170",8,"numerals-bate1262-1-six-1","numerals-bate1262-1","Chan2019","six",6,"nɛm","nem",NA,"false","6","borrowed from Malay (Austronesian)","","RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"171",9,"numerals-bate1262-1-seven-1","numerals-bate1262-1","Chan2019","seven",7,"tuɟoh","tujoh",NA,"false","7","borrowed from Malay (Austronesian)","","RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"172",10,"numerals-bate1262-1-eight-1","numerals-bate1262-1","Chan2019","eight",8,"lapan","lapan",NA,"false","8","borrowed from Malay (Austronesian); historically subtractive","","RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"173",11,"numerals-bate1262-1-nine-1","numerals-bate1262-1","Chan2019","nine",9,"smilan","smilan",NA,"false","9","borrowed from Malay (Austronesian); historically subtractive","","RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"174",12,"numerals-bate1262-1-ten-1","numerals-bate1262-1","Chan2019","ten",10,"spuloh","spuloh",NA,"false","1′[⋅]10","borrowed from Malay (Austronesian)","","RE-GLOSSED","1′[⋅]10","10","abs(1*10)",1,10,TRUE,"10"
"175",13,"numerals-bate1262-1-eleven-1","numerals-bate1262-1","Chan2019","eleven",11,"sblas","sblas",NA,"false","1′[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","1′[+]10′","1+10","1+10",1,11,TRUE,"1+10"
"176",14,"numerals-bate1262-1-twelve-1","numerals-bate1262-1","Chan2019","twelve",12,"dwaʔ blas","dwablas",NA,"false","2[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","2[+]10′","2+10","2+10",1,12,TRUE,"2+10"
"177",15,"numerals-bate1262-1-thirteen-1","numerals-bate1262-1","Chan2019","thirteen",13,"tigaʔ blas","tigablas",NA,"false","3[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","3[+]10′","3+10","3+10",1,13,TRUE,"3+10"
"178",16,"numerals-bate1262-1-fourteen-1","numerals-bate1262-1","Chan2019","fourteen",14,"ʔmpat blas","mpatblas",NA,"false","4[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","4[+]10′","4+10","4+10",1,14,TRUE,"4+10"
"179",17,"numerals-bate1262-1-fifteen-1","numerals-bate1262-1","Chan2019","fifteen",15,"limɛːʔ blas","limeblas",NA,"false","5[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","5[+]10′","5+10","5+10",1,15,TRUE,"5+10"
"180",18,"numerals-bate1262-1-sixteen-1","numerals-bate1262-1","Chan2019","sixteen",16,"nɛm blas","nemblas",NA,"false","6[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","6[+]10′","6+10","6+10",1,16,TRUE,"6+10"
"181",19,"numerals-bate1262-1-seventeen-1","numerals-bate1262-1","Chan2019","seventeen",17,"tuɟoh blas","tujohblas",NA,"false","7[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","7[+]10′","7+10","7+10",1,17,TRUE,"7+10"
"182",20,"numerals-bate1262-1-eighteen-1","numerals-bate1262-1","Chan2019","eighteen",18,"lapan blas","lapanblas",NA,"false","8[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","8[+]10′","8+10","8+10",1,18,TRUE,"8+10"
"183",21,"numerals-bate1262-1-nineteen-1","numerals-bate1262-1","Chan2019","nineteen",19,"smilan blas","smilanblas",NA,"false","9[+]10′","borrowed from Malay (Austronesian)","","RE-GLOSSED","9[+]10′","9+10","9+10",1,19,TRUE,"9+10"
"184",22,"numerals-bate1262-1-twenty-1","numerals-bate1262-1","Chan2019","twenty",20,"dwaʔ puloh","dwapuloh",NA,"false","2[⋅]10","borrowed from Malay (Austronesian)","","RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)",1,20,TRUE,"2⋅10"
"185",23,"numerals-bate1262-1-twentyone-1","numerals-bate1262-1","Chan2019","twentyone",21,"dwaʔ puloh satoh","dwapulohsatoh",NA,"false","(2[⋅]10)[+]1′{?}","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]1′","2⋅10+1","abs(abs(2*10))+1",1,21,TRUE,"(2⋅10)+1"
"186",24,"numerals-bate1262-1-twentytwo-1","numerals-bate1262-1","Chan2019","twentytwo",22,"dwaʔ puloh dwaʔ","dwapulohdwa",NA,"false","(2[⋅]10)[+]2","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]2","2⋅10+2","abs(abs(2*10))+2",1,22,TRUE,"(2⋅10)+2"
"187",25,"numerals-bate1262-1-twentythree-1","numerals-bate1262-1","Chan2019","twentythree",23,"dwaʔ puloh tigaʔ","dwapulohtiga",NA,"false","(2[⋅]10)[+]3","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]3","2⋅10+3","abs(abs(2*10))+3",1,23,TRUE,"(2⋅10)+3"
"188",26,"numerals-bate1262-1-twentyfour-1","numerals-bate1262-1","Chan2019","twentyfour",24,"dwaʔ puloh ʔmpat","dwapulohmpat",NA,"false","(2[⋅]10)[+]4","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]4","2⋅10+4","abs(abs(2*10))+4",1,24,TRUE,"(2⋅10)+4"
"189",27,"numerals-bate1262-1-twentyfive-1","numerals-bate1262-1","Chan2019","twentyfive",25,"dwaʔ puloh limɛːʔ","dwapulohlime",NA,"false","(2[⋅]10)[+]5","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]5","2⋅10+5","abs(abs(2*10))+5",1,25,TRUE,"(2⋅10)+5"
"190",28,"numerals-bate1262-1-twentysix-1","numerals-bate1262-1","Chan2019","twentysix",26,"dwaʔ puloh nɛm","dwapulohnem",NA,"false","(2[⋅]10)[+]6","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]6","2⋅10+6","abs(abs(2*10))+6",1,26,TRUE,"(2⋅10)+6"
"191",29,"numerals-bate1262-1-twentyseven-1","numerals-bate1262-1","Chan2019","twentyseven",27,"dwaʔ puloh tuɟoh","dwapulohtujoh",NA,"false","(2[⋅]10)[+]7","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]7","2⋅10+7","abs(abs(2*10))+7",1,27,TRUE,"(2⋅10)+7"
"192",30,"numerals-bate1262-1-twentyeight-1","numerals-bate1262-1","Chan2019","twentyeight",28,"dwaʔ puloh lapan","dwapulohlapan",NA,"false","(2[⋅]10)[+]8","borrowed from Malay (Austronesian)","","RE-GLOSSED","(2[⋅]10)[+]8","2⋅10+8","abs(abs(2*10))+8",1,28,TRUE,"(2⋅10)+8"
